     0  98.251985 247.991806  -3.718160   0.866849  -0.942681  -0.942681   0.000000   0.000000   0.000000 276.648124 276.844868   0.161867   0.161864 277.479448   0.161865
     1 101.319613 248.000267  -0.542524  -1.043114  -0.178860  -0.178860   0.000000   0.000000  -1.377206 276.745975 276.844149   0.161867   0.161864 277.541371   0.161865
     2 104.406360 247.981713   1.327851  -0.172505  -0.088692  -0.088692   0.000000   0.000000  -0.687217 276.850441 276.844245   0.161867   0.161864 277.606728   0.161865
     3 107.511299 247.975749   3.193910   0.876079   0.010894   0.010894   0.000000   0.000000   0.043367 276.951730 276.845108   0.161867   0.161864 277.670571   0.161865
     4 110.633539 247.984768   5.099985   1.925518   0.107429   0.107429   0.000000   0.000000   0.746356 277.054345 276.846724   0.161867   0.161864 277.736526   0.161865
     5 113.772216 248.008570   7.025535   2.994489   0.204554   0.204554   0.000000   0.000000   1.453348 277.158367 276.849082   0.161866   0.161864 277.804669   0.161865
     6 116.926494 248.047095   8.969503   4.075415   0.302140   0.302140   0.000000   0.000000   2.164993 277.263998 276.852174   0.161866   0.161864 277.875129   0.161865
     7 120.095567 248.099999  10.930056   5.167464   0.400308   0.400308   0.000000   0.000000   2.882770 277.371261 276.855991   0.161864   0.161864 277.947864   0.161864
     8 123.278655 248.166684  12.905944   6.270890   0.499024   0.499024   0.000000   0.000000   3.606893 277.480068 276.860525   0.161863   0.161864 278.022557   0.161864
     9 126.475002 248.246818  14.896661   7.383524   0.597753   0.597753   0.000000   0.000000   4.336802 277.590421 276.865768   0.161862   0.161864 278.099003   0.161864
    10 129.683878 248.340024  16.901279   8.504996   0.696692   0.696692   0.000000   0.000000   5.072575 277.702290 276.871712   0.161861   0.161864 278.176974   0.161863
    11 132.904576 248.445926  18.919036   9.634954   0.795818   0.795818   0.000000   0.000000   5.814046 277.815630 276.878352   0.161860   0.161864 278.256223   0.161863
    12 136.136411 248.564159  20.949260  10.773049   0.895076   0.895076   0.000000   0.000000   6.560952 277.930393 276.885678   0.161859   0.161864 278.336476   0.161862
    13 139.378720 248.694369  22.991322  11.918975   0.994406   0.994406   0.000000   0.000000   7.313004 278.046529 276.893685   0.161858   0.161864 278.417433   0.161861
    14 142.630862 248.836221  25.044630  13.072456   1.093747   1.093747   0.000000   0.000000   8.069908 278.163990 276.902366   0.161857   0.161864 278.498759   0.161861
    15 145.892212 248.989394  27.108618  14.233264   1.193037   1.193037   0.000000   0.000000   8.831370 278.282726 276.911712   0.161855   0.161864 278.580068   0.161860
    16 149.162169 249.153575  29.182743  15.401233   1.292222   1.292222   0.000000   0.000000   9.597096 278.402688 276.921719   0.161854   0.161864 278.660911   0.161859
    17 152.440147 249.328449  31.266483  16.576330   1.391247   1.391247   0.000000   0.000000  10.366782 278.523819 276.932378   0.161852   0.161864 278.740748   0.161858
    18 155.725579 249.513669  33.359322  17.758812   1.490072   1.490072   0.000000   0.000000  11.140084 278.646047 276.943683   0.161850   0.161864 278.818916   0.161857
    19 159.017914 249.708766  35.460722  18.949801   1.588691   1.588691   0.000000   0.000000  11.916551 278.769254 276.955626   0.161848   0.161864 278.894557   0.161856
    20 162.316619 249.913230  37.570330  20.149245   1.686775   1.686775   0.000000   0.000000  12.695397 278.893345 276.968200   0.161846   0.161864 278.966626   0.161855
    21 165.621175 250.126655  39.687793  21.356415   1.784180   1.784180   0.000000   0.000000  13.476019 279.018273 276.981396   0.161844   0.161864 279.033847   0.161854
    22 168.931077 250.348730  41.812647  22.570908   1.880852   1.880852   0.000000   0.000000  14.258137 279.144002 276.995207   0.161841   0.161864 279.095110   0.161853
    23 172.245839 250.579183  43.944417  23.792303   1.976734   1.976734   0.000000   0.000000  15.041563 279.270508 277.009626   0.161839   0.161864 279.153695   0.161852
    24 175.564982 250.817771  46.082625  25.020183   2.071782   2.071782   0.000000   0.000000  15.826171 279.397770 277.024645   0.161837   0.161864 279.211602   0.161850
    25 178.888047 251.064275  48.226798  26.254130   2.165959   2.165959   0.000000   0.000000  16.611872 279.525772 277.040257   0.161834   0.161864 279.269414   0.161849
    26 182.214584 251.318489  50.376471  27.493740   2.259237   2.259237   0.000000   0.000000  17.398606 279.654502 277.056456   0.161831   0.161864 279.327437   0.161847
    27 185.544156 251.580226  52.531190  28.738617   2.351589   2.351589   0.000000   0.000000  18.186326 279.783948 277.073234   0.161828   0.161864 279.385865   0.161846
    28 188.876338 251.849309  54.690516  29.988383   2.442994   2.442994   0.000000   0.000000  18.974993 279.914097 277.090587   0.161825   0.161863 279.444824   0.161844
    29 192.210716 252.125570  56.854023  31.242680   2.533432   2.533432   0.000000   0.000000  19.764574 280.044940 277.108506   0.161822   0.161863 279.504403   0.161843
    30 195.546888 252.408852  59.021302  32.501164   2.622886   2.622886   0.000000   0.000000  20.555035 280.176465 277.126987   0.161819   0.161863 279.564664   0.161841
    31 198.884462 252.699007  61.191958  33.763512   2.711339   2.711339   0.000000   0.000000  21.346341 280.308660 277.146024   0.161815   0.161863 279.625650   0.161839
    32 202.223057 252.995895  63.365615  35.029418   2.798775   2.798775   0.000000   0.000000  22.138455 280.441516 277.165611   0.161812   0.161863 279.687395   0.161838
    33 205.562300 253.299381  65.541909  36.298593   2.885179   2.885179   0.000000   0.000000  22.931336 280.575020 277.185743   0.161808   0.161863 279.749919   0.161836
    34 208.901828 253.609342  67.720496  37.570764   2.970537   2.970537   0.000000   0.000000  23.724940 280.709160 277.206414   0.161804   0.161863 279.813237   0.161834
    35 212.241288 253.925659  69.901043  38.845673   3.054834   3.054834   0.000000   0.000000  24.519221 280.842354 277.227608   0.161801   0.161863 279.877228   0.161832
    36 215.580336 254.248220  72.090409  40.096720   3.177599   3.177599   0.000000   0.000000  25.303225 280.975093 277.249311   0.161796   0.161863 279.941952   0.161830
    37 218.918635 254.576571  74.285699  41.332873   3.331391   3.331391   0.000000   0.000000  26.080475 281.108414 277.271520   0.161792   0.161863 280.007442   0.161828
    38 222.255858 254.910403  76.481640  42.572084   3.486744   3.486744   0.000000   0.000000  26.858262 281.242150 277.294228   0.161788   0.161863 280.073651   0.161826
    39 225.591683 255.249670  78.678707  43.811296   3.643478   3.643478   0.000000   0.000000  27.635451 281.376315 277.317431   0.161783   0.161863 280.140586   0.161823
    40 228.925799 255.594288  80.876508  45.050801   3.801640   3.801640   0.000000   0.000000  28.412191 281.510894 277.341123   0.161778   0.161863 280.208245   0.161821
    41 232.257900 255.944188  83.074818  46.290309   3.961238   3.961238   0.000000   0.000000  29.188397 281.645874 277.365300   0.161773   0.161862 280.276627   0.161818
    42 235.587689 256.299297  85.273397  47.529664   4.122289   4.122289   0.000000   0.000000  29.964022 281.781242 277.389956   0.161768   0.161862 280.345730   0.161816
    43 238.914872 256.659549  87.472018  48.768721   4.284812   4.284812   0.000000   0.000000  30.739002 281.916981 277.415086   0.161762   0.161862 280.415548   0.161813
    44 242.239167 257.024869  89.670463  50.007391   4.448829   4.448829   0.000000   0.000000  31.513264 282.053074 277.440686   0.161756   0.161862 280.486079   0.161810
    45 245.560294 257.395171  91.868523  51.245696   4.614376   4.614376   0.000000   0.000000  32.286715 282.189496 277.466751   0.161750   0.161862 280.557315   0.161807
