     0 172.710834 247.991806  55.657751   1.065914   0.510879   0.510879   0.000000   0.000000   0.000000 278.715038 276.848589   0.203392   0.203392 278.658988   0.203386
     1 173.362440 247.995217  47.371164  36.811108   8.636935   8.636935   0.000000   0.000000  13.065146 278.397954 276.850414   0.203388   0.203392 278.557916   0.203379
     2 174.014130 248.105827  49.507481  29.070438   7.065886   7.065886   0.000000   0.000000  10.832779 278.471354 276.852314   0.203384   0.203392 278.599467   0.203373
     3 174.665902 248.192986  49.764899  30.213533   7.375935   7.375935   0.000000   0.000000  11.333274 278.494743 276.854231   0.203381   0.203392 278.618356   0.203368
     4 175.317754 248.283080  50.262649  30.250177   7.450240   7.450240   0.000000   0.000000  11.483582 278.524668 276.856172   0.203377   0.203392 278.640056   0.203363
     5 175.969683 248.372708  50.728914  30.435764   7.556723   7.556723   0.000000   0.000000  11.679474 278.553582 276.858135   0.203373   0.203392 278.661260   0.203359
     6 176.621687 248.462240  51.199910  30.602244   7.659187   7.659187   0.000000   0.000000  11.868127 278.582505 276.860121   0.203370   0.203392 278.682396   0.203355
     7 177.273763 248.551558  51.670668  30.772397   7.762410   7.762410   0.000000   0.000000  12.056689 278.611298 276.862129   0.203366   0.203392 278.703394   0.203351
     8 177.925909 248.640619  52.141810  30.943214   7.865657   7.865657   0.000000   0.000000  12.244184 278.639978 276.864159   0.203362   0.203392 278.724252   0.203347
     9 178.578122 248.729382  52.613214  31.115154   7.968957   7.968957   0.000000   0.000000  12.430730 278.668539 276.866211   0.203358   0.203392 278.744960   0.203344
    10 179.230400 248.817813  53.084867  31.288186   8.072251   8.072251   0.000000   0.000000  12.616298 278.696982 276.868285   0.203354   0.203392 278.765509   0.203340
    11 179.882741 248.905883  53.556746  31.462334   8.175501   8.175501   0.000000   0.000000  12.800879 278.725303 276.870379   0.203350   0.203392 278.785892   0.203337
    12 180.535141 248.993569  54.028835  31.637607   8.278674   8.278674   0.000000   0.000000  12.984466 278.753503 276.872495   0.203346   0.203392 278.806101   0.203334
    13 181.187600 249.080854  54.501119  31.814008   8.381742   8.381742   0.000000   0.000000  13.167055 278.781581 276.874632   0.203342   0.203392 278.826130   0.203331
    14 181.840114 249.167721  54.973582  31.991538   8.484683   8.484683   0.000000   0.000000  13.348644 278.809537 276.876789   0.203337   0.203392 278.845973   0.203328
    15 182.492681 249.254162  55.446214  32.170191   8.587480   8.587480   0.000000   0.000000  13.529235 278.837372 276.878967   0.203333   0.203392 278.865624   0.203325
    16 183.145298 249.340166  55.919004  32.349959   8.690117   8.690117   0.000000   0.000000  13.708832 278.865086 276.881165   0.203329   0.203392 278.885079   0.203322
    17 183.797964 249.425729  56.391941  32.530834   8.792584   8.792584   0.000000   0.000000  13.887442 278.892679 276.883384   0.203325   0.203392 278.904332   0.203320
    18 184.450677 249.510849  56.865018  32.712803   8.894872   8.894872   0.000000   0.000000  14.065071 278.920154 276.885621   0.203320   0.203392 278.923372   0.203317
    19 185.103433 249.595522  57.338226  32.895855   8.996975   8.996975   0.000000   0.000000  14.241730 278.947511 276.887879   0.203316   0.203392 278.942183   0.203314
    20 185.756230 249.679749  57.811557  33.079979   9.098891   9.098891   0.000000   0.000000  14.417428 278.974752 276.890156   0.203311   0.203392 278.960806   0.203312
    21 186.409067 249.763530  58.285005  33.265164   9.200617   9.200617   0.000000   0.000000  14.592174 279.001877 276.892452   0.203307   0.203392 278.979256   0.203309
    22 187.061941 249.846865  58.758564  33.451404   9.302158   9.302158   0.000000   0.000000  14.765978 279.028888 276.894767   0.203302   0.203392 278.997543   0.203307
    23 187.714850 249.929753  59.232228  33.638702   9.403519   9.403519   0.000000   0.000000  14.938848 279.055784 276.897100   0.203297   0.203392 279.015672   0.203305
    24 188.367792 250.012190  59.705989  33.827070   9.504710   9.504710   0.000000   0.000000  15.110785 279.082565 276.899453   0.203293   0.203392 279.033648   0.203302
    25 189.020764 250.094166  60.179840  34.016546   9.605750   9.605750   0.000000   0.000000  15.281788 279.109229 276.901823   0.203288   0.203392 279.051474   0.203300
    26 189.673765 250.175661  60.653771  34.207210   9.706666   9.706666   0.000000   0.000000  15.451840 279.135770 276.904212   0.203283   0.203392 279.069147   0.203298
    27 190.326792 250.256660  61.127793  34.399032   9.807450   9.807450   0.000000   0.000000  15.620907 279.162186 276.906619   0.203278   0.203391 279.086670   0.203295
    28 190.979843 250.337161  61.601917  34.591948   9.908090   9.908090   0.000000   0.000000  15.788970 279.188476 276.909043   0.203273   0.203391 279.104043   0.203293
    29 191.632916 250.417169  62.076142  34.785928  10.008585  10.008585   0.000000   0.000000  15.956033 279.214643 276.911485   0.203268   0.203391 279.121271   0.203291
