   297.157166       98779.8750       281.546661       3.69200390E-03  -3.07956719     -0.517209470    
   271.995605       99082.4062       281.401825       3.74195166E-03  -2.99275970     -0.525701463    
   246.864044       99385.3906       281.238434       3.78561462E-03  -2.91244531     -0.534300983    
   221.768799       99688.8438       280.943451       3.78561462E-03  -2.87699819     -0.543711662    
   196.718399       99992.7422       280.623016       3.78561462E-03  -2.84760356     -0.548470318    
   171.724686       100297.062       280.129852       3.78561462E-03  -2.85791349     -0.522539377    
   146.805023       100601.711       279.568390       3.76658398E-03  -2.86783338     -0.488737702    
   121.985954       100906.672       278.534698       3.61875072E-03  -2.87527919     -0.401250482    
   97.3113403       101211.625       277.577545       3.49847041E-03  -2.88116932     -0.313801944    
   72.8610916       101515.195       277.194153       3.59557103E-03  -2.87475109     -0.223336041    
   48.8047485       101814.891       276.833984       3.68776964E-03  -2.86060047     -0.138355851    
   25.6133327       102104.602       276.793884       3.72532033E-03  -2.64344859     -0.127853081    
   10.0000000       102300.000       276.766907       3.78010026E-03  -2.32666111     -0.112531334    
   0.00000000       102300.000       276.846375       4.18243371E-03   0.00000000       0.00000000    
